invoice_id,counterparty_canonical,expected_amount,expected_date,payment_method,status
INV-42-000698,Cred Avenue Pvt Ltd,7068.63,2026-01-05,NEFT,paid
INV-42-000699,BigBasket Supermarket Pvt Ltd,4050.76,2025-09-30,UPI,paid
INV-42-000700,Ola Fleet Technologies,3529.5,2026-06-16,UPI,paid
INV-42-000701,Urban Company,2945.58,2025-09-12,NEFT,paid
INV-42-000702,Urban Company,11539.98,2026-08-14,UPI,paid
INV-42-000703,Rahul Sharma,16471.82,2025-07-04,UPI,paid
INV-42-000704,Cred Avenue Pvt Ltd,9235.65,2025-12-27,card,paid
INV-42-000705,Sundaram Logistics Pvt Ltd,20051.3,2026-03-17,RTGS,paid
INV-42-000706,Razorpay Software Pvt Ltd,9069.97,2026-07-18,card,paid
INV-42-000707,Sundaram Logistics Pvt Ltd,7083.71,2025-02-05,card,paid
INV-42-000708,Urban Company,5452.4,2025-11-19,UPI,paid
INV-42-000709,Rahul Sharma,3733.08,2026-07-24,NEFT,paid
INV-42-000710,Swiggy Bundl Technologies,7536.35,2025-09-29,UPI,paid
INV-42-000711,Razorpay Software Pvt Ltd,13751.45,2026-02-14,NEFT,paid
INV-42-000712,Zomato Ltd,4802.69,2026-05-15,RTGS,paid
INV-42-000713,Meesho Inc,38368.3,2025-11-04,UPI,paid
INV-42-000714,Infosys BPM Ltd,965.71,2026-03-21,UPI,paid
INV-42-000715,PharmEasy Health Solutions,2403.8,2025-01-12,NEFT,paid
INV-42-000716,Zomato Ltd,8563.88,2026-08-02,UPI,paid
INV-42-000717,Freshworks Inc,6012.98,2026-08-13,UPI,paid
INV-42-000718,Tata Consultancy Services,6714.22,2025-03-26,UPI,paid
INV-42-000719,Urban Company,4404.97,2026-03-21,RTGS,paid
INV-42-000720,Swiggy Bundl Technologies,9689.17,2026-08-09,UPI,paid
INV-42-000721,Anand Freelance Studio,5313.33,2026-03-17,UPI,paid
INV-42-000722,Swiggy Bundl Technologies,12835.94,2025-12-23,UPI,paid
INV-42-000723,Cred Avenue Pvt Ltd,13375.96,2025-12-25,NEFT,paid
INV-42-000724,BigBasket Supermarket Pvt Ltd,14970.25,2026-01-18,UPI,unpaid
INV-42-000725,Swiggy Bundl Technologies,13209.36,2025-06-01,card,paid
INV-42-000726,Zomato Ltd,11346.68,2026-04-06,UPI,paid
INV-42-000727,Anand Freelance Studio,3038.81,2025-09-22,UPI,paid
INV-42-000728,Sundaram Logistics Pvt Ltd,20088.37,2026-01-21,NEFT,paid
INV-42-000729,Zomato Ltd,3980.12,2025-10-05,UPI,paid
INV-42-000730,Zomato Ltd,6400.02,2026-01-04,card,paid
INV-42-000731,PharmEasy Health Solutions,10938.55,2026-01-25,UPI,paid
INV-42-000732,Lenskart Solutions Pvt Ltd,7640.53,2025-04-01,UPI,paid
INV-42-000733,BigBasket Supermarket Pvt Ltd,3537.59,2025-12-08,UPI,paid
INV-42-000734,Zomato Ltd,12600.05,2025-11-06,UPI,paid
INV-42-000735,Zomato Ltd,9116.53,2025-06-05,UPI,paid
INV-42-000736,Swiggy Bundl Technologies,16993.29,2025-08-21,UPI,paid
INV-42-000737,BigBasket Supermarket Pvt Ltd,3889.19,2026-04-05,UPI,paid
INV-42-000738,Swiggy Bundl Technologies,11152.45,2025-05-22,UPI,paid
INV-42-000739,Urban Company,4287.4,2025-05-02,UPI,paid
INV-42-000740,Swiggy Bundl Technologies,2789.8,2026-02-28,card,paid
INV-42-000741,Anand Freelance Studio,31816.15,2025-10-08,UPI,paid
INV-42-000742,Swiggy Bundl Technologies,12807.94,2025-08-25,NEFT,paid
INV-42-000743,Zomato Ltd,7061.23,2025-07-08,card,paid
INV-42-000744,Swiggy Bundl Technologies,4423.2,2025-07-27,RTGS,paid
INV-42-000745,Lenskart Solutions Pvt Ltd,7918.83,2026-04-14,card,paid
INV-42-000746,Deepika Textiles Pvt Ltd,20922.81,2025-11-17,UPI,paid
INV-42-000747,Meesho Inc,9468.1,2025-02-09,UPI,paid
INV-42-000748,Ola Fleet Technologies,8499.63,2025-02-10,NEFT,paid
INV-42-000749,Cred Avenue Pvt Ltd,3035.89,2026-02-12,card,paid
INV-42-000750,Tata Consultancy Services,3905.71,2025-02-25,NEFT,paid
INV-42-000751,BigBasket Supermarket Pvt Ltd,10383.85,2026-05-28,UPI,paid
INV-42-000752,Meesho Inc,10383.85,2026-05-31,card,paid
INV-42-000753,Infosys BPM Ltd,6127.02,2026-04-10,NEFT,paid
INV-42-000754,Freshworks Inc,7381.26,2025-06-17,NEFT,paid
INV-42-000755,Swiggy Bundl Technologies,7167.85,2026-06-21,NEFT,paid
INV-42-000756,Sundaram Logistics Pvt Ltd,9956.41,2026-07-18,UPI,paid
INV-42-000757,Lenskart Solutions Pvt Ltd,10905.19,2025-06-03,UPI,paid
INV-42-000758,Deepika Textiles Pvt Ltd,2977.39,2026-04-02,UPI,paid
INV-42-000759,Lenskart Solutions Pvt Ltd,8044.1,2025-01-06,NEFT,paid
INV-42-000760,Freshworks Inc,12717.5,2026-03-29,UPI,paid
INV-42-000761,Razorpay Software Pvt Ltd,9820.58,2026-07-25,RTGS,paid
INV-42-000762,Freshworks Inc,2820.63,2025-05-29,card,paid
INV-42-000763,Ola Fleet Technologies,2454.74,2025-07-02,UPI,paid
INV-42-000764,Cred Avenue Pvt Ltd,16670.69,2026-07-30,UPI,paid
INV-42-000765,Meesho Inc,4960.36,2026-01-24,RTGS,paid
INV-42-000766,Ola Fleet Technologies,2276.97,2025-05-05,NEFT,paid
INV-42-000767,Urban Company,9182.96,2025-03-01,UPI,paid
INV-42-000768,Cred Avenue Pvt Ltd,34780.63,2025-10-22,UPI,paid
INV-42-000769,Razorpay Software Pvt Ltd,11025.22,2025-05-13,NEFT,paid
INV-42-000770,Anand Freelance Studio,7957.24,2025-08-27,NEFT,paid
INV-42-000771,Cred Avenue Pvt Ltd,12009.98,2025-03-11,UPI,paid
INV-42-000772,Tata Consultancy Services,3331.85,2025-01-30,RTGS,paid
INV-42-000773,Ola Fleet Technologies,28330.08,2026-05-01,RTGS,paid
INV-42-000774,Nykaa E-Retail Pvt Ltd,49983.54,2026-07-04,card,paid
INV-42-000775,Ola Fleet Technologies,8732.32,2025-11-20,NEFT,paid
INV-42-000776,Meesho Inc,5445.23,2026-07-02,RTGS,paid
INV-42-000777,Infosys BPM Ltd,23990.87,2025-11-12,NEFT,paid
INV-42-000778,Zomato Ltd,6220.41,2025-09-01,UPI,paid
INV-42-000779,Tata Consultancy Services,8492.81,2026-01-19,RTGS,paid
INV-42-000780,Lenskart Solutions Pvt Ltd,7412.84,2026-05-10,card,paid
INV-42-000781,Infosys BPM Ltd,6618.76,2025-11-14,RTGS,paid
INV-42-000782,PharmEasy Health Solutions,11098.88,2025-02-07,UPI,paid
INV-42-000783,Urban Company,16512.03,2025-03-31,UPI,paid
INV-42-000784,Swiggy Bundl Technologies,40748.83,2025-01-24,NEFT,paid
INV-42-000785,Cred Avenue Pvt Ltd,40748.83,2025-01-23,UPI,paid
INV-42-000786,Tata Consultancy Services,10090.23,2025-05-01,UPI,paid
INV-42-000787,Swiggy Bundl Technologies,40409.36,2025-04-15,UPI,paid
INV-42-000788,Tata Consultancy Services,1246.48,2025-10-18,NEFT,paid
INV-42-000789,Tata Consultancy Services,30278.86,2025-02-21,UPI,paid
INV-42-000790,Rahul Sharma,7056.57,2026-04-02,NEFT,paid
INV-42-000791,Ola Fleet Technologies,21998.41,2026-07-01,UPI,paid
INV-42-000792,Deepika Textiles Pvt Ltd,9094.15,2026-04-25,UPI,paid
INV-42-000793,Cred Avenue Pvt Ltd,17626.15,2025-08-18,UPI,paid
INV-42-000794,Razorpay Software Pvt Ltd,6259.36,2025-12-05,RTGS,paid
INV-42-000795,BigBasket Supermarket Pvt Ltd,6259.36,2025-12-04,UPI,paid
INV-42-000796,Infosys BPM Ltd,7538.9,2025-12-23,NEFT,paid
INV-42-000797,Swiggy Bundl Technologies,3763.3,2025-11-06,UPI,paid
INV-42-000798,BigBasket Supermarket Pvt Ltd,12244.68,2026-05-09,UPI,paid
INV-42-000799,Ola Fleet Technologies,15540.5,2026-03-22,NEFT,paid
INV-42-000800,Priya Menon Consulting,1758.63,2026-08-11,RTGS,paid
INV-42-000801,Meesho Inc,6010.18,2026-04-01,UPI,paid
INV-42-000802,Zomato Ltd,15907.35,2026-05-22,NEFT,unpaid
INV-42-000803,Freshworks Inc,2143.47,2025-01-01,RTGS,paid
INV-42-000804,BigBasket Supermarket Pvt Ltd,3507.35,2026-04-03,UPI,paid
INV-42-000805,Tata Consultancy Services,28285.91,2025-11-08,card,paid
INV-42-000806,Priya Menon Consulting,11257.22,2026-06-07,UPI,paid
INV-42-000807,Tata Consultancy Services,5179.2,2025-02-24,UPI,paid
INV-42-000808,Sundaram Logistics Pvt Ltd,3499.79,2025-02-01,UPI,paid
INV-42-000809,Infosys BPM Ltd,5141.18,2026-01-26,UPI,paid
INV-42-000810,Freshworks Inc,2313.52,2026-01-04,RTGS,paid
INV-42-000811,Sundaram Logistics Pvt Ltd,10974.23,2025-03-15,NEFT,paid
INV-42-000812,PharmEasy Health Solutions,4222.61,2026-03-02,card,paid
INV-42-000813,Priya Menon Consulting,47262.31,2026-04-11,UPI,paid
INV-42-000814,Ola Fleet Technologies,47262.31,2026-04-12,UPI,paid
INV-42-000815,BigBasket Supermarket Pvt Ltd,27958.91,2025-10-03,UPI,paid
INV-42-000816,Infosys BPM Ltd,11576.11,2026-05-09,card,paid
INV-42-000817,Anand Freelance Studio,10828.03,2025-10-14,UPI,paid
INV-42-000818,Lenskart Solutions Pvt Ltd,2429.66,2025-03-21,NEFT,paid
INV-42-000819,Meesho Inc,49523.18,2026-07-02,RTGS,paid
INV-42-000820,Urban Company,6778.67,2026-03-08,UPI,paid
INV-42-000821,Zomato Ltd,7708.88,2025-02-22,NEFT,paid
INV-42-000822,Anand Freelance Studio,1965.49,2025-05-10,UPI,paid
INV-42-000823,Tata Consultancy Services,3681.03,2025-09-21,UPI,paid
INV-42-000824,Freshworks Inc,9575.07,2026-04-03,UPI,paid
INV-42-000825,Deepika Textiles Pvt Ltd,4928.52,2026-06-25,card,paid
INV-42-000826,Zomato Ltd,2809.1,2026-02-27,RTGS,paid
INV-42-000827,BigBasket Supermarket Pvt Ltd,10605.92,2025-12-20,UPI,paid
INV-42-000828,Ola Fleet Technologies,2232.74,2026-05-03,UPI,paid
INV-42-000829,Deepika Textiles Pvt Ltd,8786.4,2026-02-04,UPI,paid
INV-42-000830,PharmEasy Health Solutions,6337.38,2026-06-27,NEFT,paid
INV-42-000831,Lenskart Solutions Pvt Ltd,2241.59,2025-10-07,UPI,paid
INV-42-000832,Swiggy Bundl Technologies,11984.86,2025-09-05,NEFT,paid
INV-42-000833,Freshworks Inc,3602.8,2025-07-04,UPI,paid
INV-42-000834,Zomato Ltd,2609.65,2026-06-22,UPI,paid
INV-42-000835,Freshworks Inc,5352.7,2025-01-25,NEFT,paid
INV-42-000836,Meesho Inc,17618.03,2025-05-05,NEFT,paid
INV-42-000837,PharmEasy Health Solutions,1536.1,2026-08-03,RTGS,paid
INV-42-000838,Swiggy Bundl Technologies,4060.04,2025-03-19,NEFT,paid
INV-42-000839,Tata Consultancy Services,2522.65,2025-11-28,UPI,paid
INV-42-000840,Tata Consultancy Services,2683.59,2025-03-03,UPI,paid
INV-42-000841,Freshworks Inc,3786.04,2026-05-19,UPI,paid
INV-42-000842,BigBasket Supermarket Pvt Ltd,9866.29,2026-03-29,NEFT,paid
INV-42-000843,Zomato Ltd,9386.14,2026-04-02,UPI,paid
INV-42-000844,Cred Avenue Pvt Ltd,6638.85,2025-12-04,card,paid
INV-42-000845,Urban Company,30747.51,2026-03-23,UPI,paid
INV-42-000846,Ola Fleet Technologies,3437.86,2026-01-29,card,paid
INV-42-000847,Nykaa E-Retail Pvt Ltd,40067.16,2026-01-03,UPI,paid
INV-42-000848,Zomato Ltd,1963.53,2025-12-15,UPI,paid
INV-42-000849,Deepika Textiles Pvt Ltd,10690.76,2025-02-10,card,paid
INV-42-000850,Tata Consultancy Services,6701.21,2026-01-03,UPI,paid
INV-42-000851,BigBasket Supermarket Pvt Ltd,4185.63,2026-07-08,NEFT,paid
INV-42-000852,Urban Company,4185.63,2026-07-08,RTGS,paid
INV-42-000853,Sundaram Logistics Pvt Ltd,13055.36,2026-07-04,UPI,paid
INV-42-000854,Lenskart Solutions Pvt Ltd,12697.62,2025-02-16,UPI,paid
INV-42-000855,Zomato Ltd,69454.48,2025-04-10,UPI,paid
INV-42-000856,Meesho Inc,14031.46,2026-05-25,NEFT,paid
INV-42-000857,Zomato Ltd,4052.79,2026-02-16,UPI,paid
INV-42-000858,Swiggy Bundl Technologies,5264.07,2026-07-21,UPI,paid
INV-42-000859,Meesho Inc,11239.17,2025-06-11,UPI,paid
INV-42-000860,Zomato Ltd,4705.94,2025-10-18,UPI,paid
INV-42-000861,Deepika Textiles Pvt Ltd,11779.62,2025-10-05,UPI,paid
INV-42-000862,Vikram Enterprises,9675.38,2025-07-04,NEFT,paid
INV-42-000863,Swiggy Bundl Technologies,16669.8,2026-03-05,UPI,paid
INV-42-000864,Swiggy Bundl Technologies,8531.84,2026-01-06,card,paid
INV-42-000865,Urban Company,6988.98,2025-08-02,UPI,unpaid
INV-42-000866,Ola Fleet Technologies,7723.61,2025-02-14,UPI,paid
INV-42-000867,Freshworks Inc,2975.68,2026-04-10,UPI,paid
INV-42-000868,Lenskart Solutions Pvt Ltd,7894.38,2025-08-29,NEFT,paid
INV-42-000869,Tata Consultancy Services,1921.11,2025-11-30,UPI,paid
INV-42-000870,Razorpay Software Pvt Ltd,4060.35,2025-07-24,UPI,paid
INV-42-000871,Nykaa E-Retail Pvt Ltd,6503.97,2025-05-29,UPI,paid
INV-42-000872,Freshworks Inc,5652.05,2025-07-18,NEFT,paid
INV-42-000873,Nykaa E-Retail Pvt Ltd,4784.66,2025-08-14,card,paid
INV-42-000874,Ola Fleet Technologies,14023.3,2025-06-24,NEFT,paid
INV-42-000875,Razorpay Software Pvt Ltd,6093.09,2025-08-10,NEFT,paid
INV-42-000876,Tata Consultancy Services,31136.8,2025-09-10,UPI,paid
INV-42-000877,Freshworks Inc,7095.15,2026-04-27,NEFT,paid
INV-42-000878,BigBasket Supermarket Pvt Ltd,3437.52,2025-04-11,UPI,paid
INV-42-000879,Urban Company,3311.62,2025-04-03,UPI,paid
INV-42-000880,Swiggy Bundl Technologies,7000.03,2026-08-21,UPI,paid
INV-42-000881,Deepika Textiles Pvt Ltd,21409.79,2026-01-15,NEFT,paid
INV-42-000882,Zomato Ltd,11153.85,2025-12-07,UPI,paid
INV-42-000883,Deepika Textiles Pvt Ltd,17839.01,2026-08-13,RTGS,paid
INV-42-000884,Zomato Ltd,89967.34,2025-04-24,UPI,paid
INV-42-000885,Zomato Ltd,4509.08,2025-03-10,NEFT,paid
INV-42-000886,Swiggy Bundl Technologies,4658.21,2026-05-05,NEFT,paid
INV-42-000887,PharmEasy Health Solutions,28820.68,2025-08-19,UPI,paid
INV-42-000888,Nykaa E-Retail Pvt Ltd,7144.88,2026-01-17,UPI,paid
INV-42-000889,Nykaa E-Retail Pvt Ltd,7144.88,2026-01-17,RTGS,paid
INV-42-000890,Urban Company,7205.91,2025-03-09,UPI,paid
INV-42-000891,Swiggy Bundl Technologies,6597.62,2025-03-20,UPI,paid
INV-42-000892,Priya Menon Consulting,7743.86,2026-06-18,card,paid
INV-42-000893,BigBasket Supermarket Pvt Ltd,7559.18,2025-01-22,UPI,paid
INV-42-000894,PharmEasy Health Solutions,11845.25,2025-12-18,NEFT,paid
INV-42-000895,Nykaa E-Retail Pvt Ltd,13975.16,2026-07-16,UPI,paid
INV-42-000896,Swiggy Bundl Technologies,13896.3,2025-09-24,UPI,paid
INV-42-000897,Tata Consultancy Services,15159.47,2025-10-19,UPI,paid
INV-42-000898,Lenskart Solutions Pvt Ltd,12804.43,2025-06-29,RTGS,paid
INV-42-000899,Rahul Sharma,4015.73,2025-02-12,card,paid
INV-42-000900,BigBasket Supermarket Pvt Ltd,6290.78,2025-02-05,NEFT,paid
INV-42-000901,BigBasket Supermarket Pvt Ltd,8094.55,2026-04-15,card,paid
INV-42-000902,Sundaram Logistics Pvt Ltd,9364.1,2025-10-30,UPI,paid
INV-42-000903,Vikram Enterprises,2313.93,2026-03-29,UPI,paid
INV-42-000904,Nykaa E-Retail Pvt Ltd,10226.51,2026-01-01,UPI,paid
INV-42-000905,Cred Avenue Pvt Ltd,9562.5,2025-10-12,UPI,paid
INV-42-000906,PharmEasy Health Solutions,27260.62,2026-05-18,UPI,paid
INV-42-000907,Vikram Enterprises,21742.07,2025-06-01,NEFT,paid
INV-42-000908,Infosys BPM Ltd,2566.43,2025-11-12,card,paid
INV-42-000909,Swiggy Bundl Technologies,15259.91,2026-03-02,RTGS,paid
INV-42-000910,Ola Fleet Technologies,28579.37,2026-03-01,UPI,paid
INV-42-000911,Swiggy Bundl Technologies,3433.22,2026-06-22,card,paid
INV-42-000912,Sundaram Logistics Pvt Ltd,12503.99,2026-02-24,NEFT,paid
INV-42-000913,Freshworks Inc,7077.26,2025-05-21,UPI,paid
INV-42-000914,Tata Consultancy Services,7464.93,2025-11-06,RTGS,paid
INV-42-000915,Urban Company,7646.58,2025-01-03,UPI,paid
INV-42-000916,Cred Avenue Pvt Ltd,10308.67,2025-10-22,UPI,paid
INV-42-000917,Rahul Sharma,5179.63,2025-10-11,UPI,paid
INV-42-000918,Nykaa E-Retail Pvt Ltd,11391.76,2026-06-09,NEFT,paid
INV-42-000919,Razorpay Software Pvt Ltd,9392.34,2026-04-18,card,paid
INV-42-000920,Swiggy Bundl Technologies,4426.43,2025-12-31,UPI,paid
INV-42-000921,Cred Avenue Pvt Ltd,3603.12,2025-07-07,RTGS,paid
INV-42-000922,Swiggy Bundl Technologies,5428.68,2025-11-05,UPI,paid
INV-42-000923,Infosys BPM Ltd,8795.24,2025-05-28,UPI,paid
INV-42-000924,Infosys BPM Ltd,7821.7,2025-06-16,UPI,paid
INV-42-000925,Freshworks Inc,22898.66,2026-06-23,RTGS,paid
INV-42-000926,Priya Menon Consulting,18066.38,2025-03-20,UPI,paid
INV-42-000927,Zomato Ltd,3794.96,2025-05-23,RTGS,paid
INV-42-000928,Meesho Inc,15041.17,2025-11-08,UPI,paid
INV-42-000929,Swiggy Bundl Technologies,15041.17,2025-11-11,UPI,paid
INV-42-000930,Rahul Sharma,5562.0,2025-03-22,UPI,paid
INV-42-000931,Swiggy Bundl Technologies,1918.81,2026-03-18,UPI,paid
INV-42-000932,Ola Fleet Technologies,8284.34,2025-05-02,card,paid
INV-42-000933,Tata Consultancy Services,1884.34,2025-07-24,UPI,paid
INV-42-000934,Swiggy Bundl Technologies,23447.03,2025-06-14,card,paid
INV-42-000935,Meesho Inc,8169.28,2026-08-16,RTGS,paid
INV-42-000936,Priya Menon Consulting,7120.09,2025-07-09,UPI,paid
INV-42-000937,Freshworks Inc,5645.93,2025-08-08,UPI,paid
INV-42-000938,Deepika Textiles Pvt Ltd,4736.81,2026-06-17,UPI,paid
INV-42-000939,Priya Menon Consulting,8883.44,2025-12-02,UPI,paid
INV-42-000940,BigBasket Supermarket Pvt Ltd,25982.56,2026-03-31,UPI,paid
INV-42-000941,Sundaram Logistics Pvt Ltd,3727.26,2026-05-03,card,paid
INV-42-000942,Zomato Ltd,18398.91,2026-02-10,UPI,paid
INV-42-000943,Swiggy Bundl Technologies,3233.51,2025-04-15,NEFT,paid
INV-42-000944,Swiggy Bundl Technologies,6230.83,2025-07-25,NEFT,paid
INV-42-000945,Swiggy Bundl Technologies,6230.83,2025-07-25,RTGS,paid
INV-42-000946,Tata Consultancy Services,17826.35,2025-10-07,RTGS,paid
INV-42-000947,Vikram Enterprises,4160.68,2026-02-19,card,paid
INV-42-000948,Swiggy Bundl Technologies,7481.64,2026-05-17,UPI,paid
INV-42-000949,Swiggy Bundl Technologies,26386.5,2025-12-01,UPI,paid
INV-42-000950,Swiggy Bundl Technologies,59467.49,2025-07-26,UPI,paid
INV-42-000951,Nykaa E-Retail Pvt Ltd,11429.14,2026-07-08,UPI,paid
INV-42-000952,Zomato Ltd,2291.08,2026-01-28,UPI,unpaid
INV-42-000953,BigBasket Supermarket Pvt Ltd,24726.38,2025-06-18,UPI,paid
INV-42-000954,Priya Menon Consulting,7928.76,2026-05-18,NEFT,paid
INV-42-000955,Meesho Inc,6276.96,2026-06-03,UPI,paid
INV-42-000956,Meesho Inc,4522.34,2025-10-19,UPI,paid
INV-42-000957,Zomato Ltd,18014.9,2026-08-21,UPI,paid
INV-42-000958,Infosys BPM Ltd,3135.87,2026-01-01,UPI,paid
INV-42-000959,Cred Avenue Pvt Ltd,3135.87,2025-12-29,UPI,paid
INV-42-000960,Meesho Inc,5142.42,2025-01-21,UPI,paid
INV-42-000961,Cred Avenue Pvt Ltd,6331.67,2026-03-08,UPI,paid
INV-42-000962,Meesho Inc,27045.97,2026-02-04,UPI,paid
INV-42-000963,Nykaa E-Retail Pvt Ltd,11744.05,2026-05-24,UPI,paid
INV-42-000964,Infosys BPM Ltd,10705.03,2026-03-23,UPI,paid
INV-42-000965,Sundaram Logistics Pvt Ltd,4443.76,2025-11-01,card,paid
INV-42-000966,Razorpay Software Pvt Ltd,12246.44,2026-08-16,UPI,paid
INV-42-000967,Zomato Ltd,19657.44,2025-08-03,UPI,paid
INV-42-000968,Ola Fleet Technologies,8186.42,2026-07-07,UPI,paid
INV-42-000969,Razorpay Software Pvt Ltd,8710.2,2026-07-15,UPI,paid
INV-42-000970,Priya Menon Consulting,30437.23,2025-08-07,NEFT,paid
INV-42-000971,Vikram Enterprises,3012.18,2026-03-21,card,paid
INV-42-000972,Zomato Ltd,3429.36,2025-09-04,UPI,paid
INV-42-000973,Tata Consultancy Services,6999.45,2025-03-07,NEFT,paid
INV-42-000974,Razorpay Software Pvt Ltd,5476.94,2025-08-30,UPI,paid
INV-42-000975,Freshworks Inc,834.16,2026-04-21,UPI,paid
INV-42-000976,BigBasket Supermarket Pvt Ltd,17762.69,2025-10-07,UPI,unpaid
INV-42-000977,Ola Fleet Technologies,10908.58,2025-02-13,card,paid
INV-42-000978,Zomato Ltd,26396.32,2026-02-21,card,paid
INV-42-000979,PharmEasy Health Solutions,2999.59,2025-05-24,UPI,paid
INV-42-000980,Nykaa E-Retail Pvt Ltd,1416.1,2026-08-18,card,paid
INV-42-000981,Razorpay Software Pvt Ltd,17664.09,2025-05-06,RTGS,paid
INV-42-000982,Ola Fleet Technologies,53451.88,2025-08-30,card,paid
INV-42-000983,Swiggy Bundl Technologies,4409.6,2026-02-23,UPI,paid
INV-42-000984,Nykaa E-Retail Pvt Ltd,4955.66,2025-09-10,card,paid
INV-42-000985,Vikram Enterprises,3850.84,2025-11-12,UPI,paid
INV-42-000986,Meesho Inc,38594.74,2025-02-25,NEFT,unpaid
INV-42-000987,Razorpay Software Pvt Ltd,9116.68,2026-01-07,card,paid
INV-42-000988,Urban Company,3905.13,2025-01-09,card,paid
INV-42-000989,Sundaram Logistics Pvt Ltd,5351.36,2025-08-30,UPI,paid
INV-42-000990,Swiggy Bundl Technologies,7056.6,2026-02-21,RTGS,paid
INV-42-000991,Zomato Ltd,18936.44,2026-02-27,card,paid
INV-42-000992,BigBasket Supermarket Pvt Ltd,3985.4,2025-03-09,UPI,paid
INV-42-000993,Ola Fleet Technologies,15859.12,2025-01-29,RTGS,paid
INV-42-000994,Freshworks Inc,6352.04,2025-01-04,UPI,paid
INV-42-000995,Tata Consultancy Services,18638.25,2025-05-14,RTGS,paid
INV-42-000996,Ola Fleet Technologies,4747.83,2025-05-17,UPI,paid
INV-42-000997,Ola Fleet Technologies,14430.76,2026-03-01,UPI,paid
INV-42-000998,Infosys BPM Ltd,26978.74,2025-01-22,card,paid
INV-42-000999,Cred Avenue Pvt Ltd,66088.47,2026-04-19,UPI,paid
INV-42-001000,Swiggy Bundl Technologies,6200.87,2025-09-24,UPI,paid
INV-42-001001,Freshworks Inc,9002.95,2026-06-23,UPI,unpaid
INV-42-001002,BigBasket Supermarket Pvt Ltd,10982.82,2025-07-28,UPI,paid
INV-42-001003,Ola Fleet Technologies,10982.82,2025-07-31,UPI,paid
INV-42-001004,Infosys BPM Ltd,7089.17,2025-08-09,card,paid
INV-42-001005,Rahul Sharma,6547.33,2025-05-30,UPI,paid
INV-42-001006,Zomato Ltd,3509.32,2026-02-12,NEFT,paid
INV-42-001007,Priya Menon Consulting,13228.38,2025-04-08,NEFT,paid
INV-42-001008,Vikram Enterprises,7559.0,2025-02-16,UPI,paid
INV-42-001009,Infosys BPM Ltd,2965.96,2025-12-14,card,paid
INV-42-001010,Tata Consultancy Services,8558.97,2025-04-30,UPI,paid
INV-42-001011,PharmEasy Health Solutions,16836.09,2025-09-28,UPI,paid
INV-42-001012,Swiggy Bundl Technologies,16628.87,2025-06-04,NEFT,paid
INV-42-001013,Cred Avenue Pvt Ltd,7228.33,2025-02-25,UPI,paid
INV-42-001014,Razorpay Software Pvt Ltd,14246.44,2026-05-22,UPI,paid
INV-42-001015,Priya Menon Consulting,7745.98,2025-06-01,UPI,paid
INV-42-001016,PharmEasy Health Solutions,4479.06,2026-06-05,RTGS,paid
INV-42-001017,Rahul Sharma,3711.15,2025-04-07,card,paid
INV-42-001018,Rahul Sharma,12840.56,2025-04-19,RTGS,paid
INV-42-001019,Zomato Ltd,36304.87,2026-04-10,NEFT,paid
INV-42-001020,Cred Avenue Pvt Ltd,6152.18,2026-04-09,UPI,paid
INV-42-001021,Anand Freelance Studio,41737.72,2025-08-05,card,paid
INV-42-001022,Tata Consultancy Services,48862.52,2026-07-15,card,paid
INV-42-001023,BigBasket Supermarket Pvt Ltd,15520.39,2026-02-17,UPI,paid
INV-42-001024,Cred Avenue Pvt Ltd,2564.46,2026-03-19,NEFT,paid
INV-42-001025,Lenskart Solutions Pvt Ltd,10397.81,2025-04-09,RTGS,paid
INV-42-001026,Nykaa E-Retail Pvt Ltd,25249.96,2026-07-31,NEFT,paid
INV-42-001027,BigBasket Supermarket Pvt Ltd,6310.46,2026-03-13,UPI,paid
INV-42-001028,Sundaram Logistics Pvt Ltd,17554.44,2025-06-08,card,paid
INV-42-001029,Cred Avenue Pvt Ltd,2421.39,2025-03-23,card,paid
INV-42-001030,Swiggy Bundl Technologies,24482.62,2025-10-30,NEFT,paid
INV-42-001031,Lenskart Solutions Pvt Ltd,8453.41,2026-02-27,UPI,paid
INV-42-001032,Meesho Inc,4860.95,2025-03-25,RTGS,paid
INV-42-001033,Anand Freelance Studio,6197.84,2026-02-07,UPI,paid
INV-42-001034,Priya Menon Consulting,2860.75,2026-04-06,NEFT,paid
INV-42-001035,Sundaram Logistics Pvt Ltd,16405.8,2025-07-09,UPI,paid
INV-42-001036,Freshworks Inc,7225.53,2026-05-14,UPI,paid
INV-42-001037,Meesho Inc,32334.14,2025-03-31,UPI,paid
INV-42-001038,Swiggy Bundl Technologies,16333.43,2025-05-29,NEFT,paid
INV-42-001039,Cred Avenue Pvt Ltd,14092.92,2025-11-05,RTGS,paid
INV-42-001040,BigBasket Supermarket Pvt Ltd,15749.95,2026-05-12,UPI,paid
INV-42-001041,Meesho Inc,2776.74,2026-02-06,UPI,paid
INV-42-001042,Cred Avenue Pvt Ltd,62768.32,2026-07-22,card,paid
INV-42-001043,BigBasket Supermarket Pvt Ltd,8733.14,2026-05-15,UPI,paid
INV-42-001044,Zomato Ltd,10551.83,2025-10-02,card,paid
INV-42-001045,Nykaa E-Retail Pvt Ltd,7102.31,2025-12-22,UPI,paid
INV-42-001046,Swiggy Bundl Technologies,15647.09,2026-03-25,UPI,paid
